acct_id,type,acct_stat,acct_rptng_crncy
1246,SAV,A,USD
1247,SAV,A,USD
1248,SAV,A,USD
1249,SAV,A,USD
1250,SAV,A,USD
1251,SAV,A,USD
1252,SAV,A,USD
1253,SAV,A,USD
1254,SAV,A,USD
1255,SAV,A,USD
1256,SAV,A,USD
1257,SAV,A,USD
1258,SAV,A,USD
1259,SAV,A,USD
1260,SAV,A,USD
1261,SAV,A,USD
1262,SAV,A,USD
1263,SAV,A,USD
1264,SAV,A,USD
1265,SAV,A,USD
1266,SAV,A,USD
1267,SAV,A,USD
1268,SAV,A,USD
1269,SAV,A,USD
1270,SAV,A,USD
1271,SAV,A,USD
1272,SAV,A,USD
1273,SAV,A,USD
1274,SAV,A,USD
1275,SAV,A,USD
1276,SAV,A,USD
1277,SAV,A,USD
1278,SAV,A,USD
1279,SAV,A,USD
1280,SAV,A,USD
1281,SAV,A,USD
1282,SAV,A,USD
1283,SAV,A,USD
1284,SAV,A,USD
1285,SAV,A,USD
1286,SAV,A,USD
1287,SAV,A,USD
1288,SAV,A,USD
1289,SAV,A,USD
1290,SAV,A,USD
1291,SAV,A,USD
1292,SAV,A,USD
1293,SAV,A,USD
1294,SAV,A,USD
1295,SAV,A,USD
1296,SAV,A,USD
1297,SAV,A,USD
1298,SAV,A,USD
1299,SAV,A,USD
1300,SAV,A,USD
1301,SAV,A,USD
1302,SAV,A,USD
1303,SAV,A,USD
1304,SAV,A,USD
1305,SAV,A,USD
1306,SAV,A,USD
1307,SAV,A,USD
1308,SAV,A,USD
1309,SAV,A,USD
1310,SAV,A,USD
1311,SAV,A,USD
1312,SAV,A,USD
1313,SAV,A,USD
1314,SAV,A,USD
1315,SAV,A,USD
1316,SAV,A,USD
1317,SAV,A,USD
1318,SAV,A,USD
1319,SAV,A,USD
1320,SAV,A,USD
1321,SAV,A,USD
1322,SAV,A,USD
1323,SAV,A,USD
1324,SAV,A,USD
1325,SAV,A,USD
1326,SAV,A,USD
1327,SAV,A,USD
1328,SAV,A,USD
1329,SAV,A,USD
1330,SAV,A,USD
1331,SAV,A,USD
1332,SAV,A,USD
1333,SAV,A,USD
1334,SAV,A,USD
1335,SAV,A,USD
1336,SAV,A,USD
1337,SAV,A,USD
1338,SAV,A,USD
1339,SAV,A,USD
1340,SAV,A,USD
1341,SAV,A,USD
1342,SAV,A,USD
1343,SAV,A,USD
1344,SAV,A,USD
1345,SAV,A,USD
1346,SAV,A,USD
1347,SAV,A,USD
1348,SAV,A,USD
1349,SAV,A,USD
1350,SAV,A,USD
1351,SAV,A,USD
1352,SAV,A,USD
1353,SAV,A,USD
1354,SAV,A,USD
1355,SAV,A,USD
1356,SAV,A,USD
1357,SAV,A,USD
1358,SAV,A,USD
1359,SAV,A,USD
1360,SAV,A,USD
1361,SAV,A,USD
1362,SAV,A,USD
1363,SAV,A,USD
1364,SAV,A,USD
1365,SAV,A,USD
1366,SAV,A,USD
1367,SAV,A,USD
1368,SAV,A,USD
1369,SAV,A,USD
1370,SAV,A,USD
1371,SAV,A,USD
1372,SAV,A,USD
1373,SAV,A,USD
1374,SAV,A,USD
1375,SAV,A,USD
1376,SAV,A,USD
1377,SAV,A,USD
1378,SAV,A,USD
1379,SAV,A,USD
1380,SAV,A,USD
1381,SAV,A,USD
1382,SAV,A,USD
1383,SAV,A,USD
1384,SAV,A,USD
1385,SAV,A,USD
1386,SAV,A,USD
1387,SAV,A,USD
1388,SAV,A,USD
1389,SAV,A,USD
1390,SAV,A,USD
1391,SAV,A,USD
1392,SAV,A,USD
1393,SAV,A,USD
1394,SAV,A,USD
1395,SAV,A,USD
1396,SAV,A,USD
1397,SAV,A,USD
1398,SAV,A,USD
1399,SAV,A,USD
1400,SAV,A,USD
1401,SAV,A,USD
1402,SAV,A,USD
1403,SAV,A,USD
1404,SAV,A,USD
1405,SAV,A,USD
1406,SAV,A,USD
1407,SAV,A,USD
1408,SAV,A,USD
1409,SAV,A,USD
1410,SAV,A,USD
1411,SAV,A,USD
1412,SAV,A,USD
1413,SAV,A,USD
1414,SAV,A,USD
1415,SAV,A,USD
1416,SAV,A,USD
1417,SAV,A,USD
1418,SAV,A,USD
1419,SAV,A,USD
1420,SAV,A,USD
1421,SAV,A,USD
1422,SAV,A,USD
1423,SAV,A,USD
1424,SAV,A,USD
1425,SAV,A,USD
1426,SAV,A,USD
1427,SAV,A,USD
1428,SAV,A,USD
1429,SAV,A,USD
1430,SAV,A,USD
1431,SAV,A,USD
1432,SAV,A,USD
1433,SAV,A,USD
1434,SAV,A,USD
1435,SAV,A,USD
1436,SAV,A,USD
1437,SAV,A,USD
1438,SAV,A,USD
1439,SAV,A,USD
1440,SAV,A,USD
1441,SAV,A,USD
1442,SAV,A,USD
1443,SAV,A,USD
1444,SAV,A,USD
1445,SAV,A,USD
1446,SAV,A,USD
1447,SAV,A,USD
1448,SAV,A,USD
1449,SAV,A,USD
1450,SAV,A,USD
1451,SAV,A,USD
1452,SAV,A,USD
1453,SAV,A,USD
1454,SAV,A,USD
1455,SAV,A,USD
1456,SAV,A,USD
1457,SAV,A,USD
1458,SAV,A,USD
1459,SAV,A,USD
1460,SAV,A,USD
1461,SAV,A,USD
1462,SAV,A,USD
1463,SAV,A,USD
1464,SAV,A,USD
1465,SAV,A,USD
1466,SAV,A,USD
1467,SAV,A,USD
1468,SAV,A,USD
1469,SAV,A,USD
1470,SAV,A,USD
1471,SAV,A,USD
1472,SAV,A,USD
1473,SAV,A,USD
1474,SAV,A,USD
1475,SAV,A,USD
1476,SAV,A,USD
1477,SAV,A,USD
1478,SAV,A,USD
1479,SAV,A,USD
1480,SAV,A,USD
1481,SAV,A,USD
1482,SAV,A,USD
1483,SAV,A,USD
1484,SAV,A,USD
1485,SAV,A,USD
1486,SAV,A,USD
1487,SAV,A,USD
1488,SAV,A,USD
1489,SAV,A,USD
1490,SAV,A,USD
1491,SAV,A,USD
1492,SAV,A,USD
1493,SAV,A,USD
1494,SAV,A,USD
1495,SAV,A,USD
1496,SAV,A,USD
1497,SAV,A,USD
1498,SAV,A,USD
1499,SAV,A,USD
1500,SAV,A,USD
1501,SAV,A,USD
1502,SAV,A,USD
1503,SAV,A,USD
1504,SAV,A,USD
1505,SAV,A,USD
1506,SAV,A,USD
1507,SAV,A,USD
1508,SAV,A,USD
1509,SAV,A,USD
1510,SAV,A,USD
1511,SAV,A,USD
1512,SAV,A,USD
1513,SAV,A,USD
1514,SAV,A,USD
1515,SAV,A,USD
1516,SAV,A,USD
1517,SAV,A,USD
1518,SAV,A,USD
1519,SAV,A,USD
1520,SAV,A,USD
1521,SAV,A,USD
1522,SAV,A,USD
1523,SAV,A,USD
1524,SAV,A,USD
1525,SAV,A,USD
1526,SAV,A,USD
1527,SAV,A,USD
1528,SAV,A,USD
1529,SAV,A,USD
1530,SAV,A,USD
1531,SAV,A,USD
1532,SAV,A,USD
1533,SAV,A,USD
1534,SAV,A,USD
1535,SAV,A,USD
1536,SAV,A,USD
1537,SAV,A,USD
1538,SAV,A,USD
1539,SAV,A,USD
1540,SAV,A,USD
1541,SAV,A,USD
1542,SAV,A,USD
1543,SAV,A,USD
1544,SAV,A,USD
1545,SAV,A,USD
1546,SAV,A,USD
1547,SAV,A,USD
1548,SAV,A,USD
1549,SAV,A,USD
1550,SAV,A,USD
1551,SAV,A,USD
1552,SAV,A,USD
1553,SAV,A,USD
1554,SAV,A,USD
1555,SAV,A,USD
1556,SAV,A,USD
1557,SAV,A,USD
1558,SAV,A,USD
1559,SAV,A,USD
1560,SAV,A,USD
1561,SAV,A,USD
1562,SAV,A,USD
1563,SAV,A,USD
1564,SAV,A,USD
1565,SAV,A,USD
1566,SAV,A,USD
1567,SAV,A,USD
1568,SAV,A,USD
1569,SAV,A,USD
1570,SAV,A,USD
1571,SAV,A,USD
1572,SAV,A,USD
1573,SAV,A,USD
1574,SAV,A,USD
1575,SAV,A,USD
1576,SAV,A,USD
1577,SAV,A,USD
1578,SAV,A,USD
1579,SAV,A,USD
1580,SAV,A,USD
1581,SAV,A,USD
1582,SAV,A,USD
1583,SAV,A,USD
1584,SAV,A,USD
1585,SAV,A,USD
1586,SAV,A,USD
1587,SAV,A,USD
1588,SAV,A,USD
1589,SAV,A,USD
1590,SAV,A,USD
1591,SAV,A,USD
1592,SAV,A,USD
1593,SAV,A,USD
1594,SAV,A,USD
1595,SAV,A,USD
1596,SAV,A,USD
1597,SAV,A,USD
1598,SAV,A,USD
1599,SAV,A,USD
1600,SAV,A,USD
1601,SAV,A,USD
1602,SAV,A,USD
1603,SAV,A,USD
1604,SAV,A,USD
1605,SAV,A,USD
1606,SAV,A,USD
1607,SAV,A,USD
1608,SAV,A,USD
1609,SAV,A,USD
1610,SAV,A,USD
1611,SAV,A,USD
1612,SAV,A,USD
1613,SAV,A,USD
1614,SAV,A,USD
1615,SAV,A,USD
1616,SAV,A,USD
1617,SAV,A,USD
1618,SAV,A,USD
1619,SAV,A,USD
1620,SAV,A,USD
1621,SAV,A,USD
1622,SAV,A,USD
1623,SAV,A,USD
1624,SAV,A,USD
1625,SAV,A,USD
1626,SAV,A,USD
1627,SAV,A,USD
1628,SAV,A,USD
1629,SAV,A,USD
1630,SAV,A,USD
1631,SAV,A,USD
1632,SAV,A,USD
1633,SAV,A,USD
1634,SAV,A,USD
1635,SAV,A,USD
1636,SAV,A,USD
1637,SAV,A,USD
1638,SAV,A,USD
1639,SAV,A,USD
1640,SAV,A,USD
1641,SAV,A,USD
1642,SAV,A,USD
1643,SAV,A,USD
1644,SAV,A,USD
1645,SAV,A,USD
1646,SAV,A,USD
1647,SAV,A,USD
1648,SAV,A,USD
1649,SAV,A,USD
1650,SAV,A,USD
1651,SAV,A,USD
1652,SAV,A,USD
1653,SAV,A,USD
1654,SAV,A,USD
1655,SAV,A,USD
1656,SAV,A,USD
1657,SAV,A,USD
1658,SAV,A,USD
1659,SAV,A,USD
1660,SAV,A,USD
1661,SAV,A,USD
1662,SAV,A,USD
1663,SAV,A,USD
1664,SAV,A,USD
1665,SAV,A,USD
1666,SAV,A,USD
1667,SAV,A,USD
1668,SAV,A,USD
1669,SAV,A,USD
1670,SAV,A,USD
1671,SAV,A,USD
1672,SAV,A,USD
1673,SAV,A,USD
1674,SAV,A,USD
1675,SAV,A,USD
1676,SAV,A,USD
1677,SAV,A,USD
1678,SAV,A,USD
1679,SAV,A,USD
1680,SAV,A,USD
1681,SAV,A,USD
1682,SAV,A,USD
1683,SAV,A,USD
1684,SAV,A,USD
1685,SAV,A,USD
1686,SAV,A,USD
1687,SAV,A,USD
1688,SAV,A,USD
1689,SAV,A,USD
1690,SAV,A,USD
1691,SAV,A,USD
1692,SAV,A,USD
1693,SAV,A,USD
1694,SAV,A,USD
1695,SAV,A,USD
1696,SAV,A,USD
1697,SAV,A,USD
1698,SAV,A,USD
1699,SAV,A,USD
1700,SAV,A,USD
1701,SAV,A,USD
1702,SAV,A,USD
1703,SAV,A,USD
1704,SAV,A,USD
1705,SAV,A,USD
1706,SAV,A,USD
1707,SAV,A,USD
1708,SAV,A,USD
1709,SAV,A,USD
1710,SAV,A,USD
1711,SAV,A,USD
1712,SAV,A,USD
1713,SAV,A,USD
1714,SAV,A,USD
1715,SAV,A,USD
1716,SAV,A,USD
1717,SAV,A,USD
1718,SAV,A,USD
1719,SAV,A,USD
1720,SAV,A,USD
1721,SAV,A,USD
1722,SAV,A,USD
1723,SAV,A,USD
1724,SAV,A,USD
1725,SAV,A,USD
1726,SAV,A,USD
1727,SAV,A,USD
1728,SAV,A,USD
1729,SAV,A,USD
1730,SAV,A,USD
1731,SAV,A,USD
1732,SAV,A,USD
1733,SAV,A,USD
1734,SAV,A,USD
1735,SAV,A,USD
1736,SAV,A,USD
1737,SAV,A,USD
1738,SAV,A,USD
1739,SAV,A,USD
1740,SAV,A,USD
1741,SAV,A,USD
1742,SAV,A,USD
1743,SAV,A,USD
1744,SAV,A,USD
1745,SAV,A,USD
1746,SAV,A,USD
1747,SAV,A,USD
1748,SAV,A,USD
1749,SAV,A,USD
1750,SAV,A,USD
1751,SAV,A,USD
1752,SAV,A,USD
1753,SAV,A,USD
1754,SAV,A,USD
1755,SAV,A,USD
1756,SAV,A,USD
1757,SAV,A,USD
1758,SAV,A,USD
1759,SAV,A,USD
1760,SAV,A,USD
1761,SAV,A,USD
1762,SAV,A,USD
1763,SAV,A,USD
1764,SAV,A,USD
1765,SAV,A,USD
1766,SAV,A,USD
1767,SAV,A,USD
1768,SAV,A,USD
1769,SAV,A,USD
1770,SAV,A,USD
1771,SAV,A,USD
1772,SAV,A,USD
1773,SAV,A,USD
1774,SAV,A,USD
1775,SAV,A,USD
1776,SAV,A,USD
1777,SAV,A,USD
1778,SAV,A,USD
1779,SAV,A,USD
1780,SAV,A,USD
1781,SAV,A,USD
1782,SAV,A,USD
1783,SAV,A,USD
1784,SAV,A,USD
1785,SAV,A,USD
1786,SAV,A,USD
1787,SAV,A,USD
1788,SAV,A,USD
1789,SAV,A,USD
1790,SAV,A,USD
1791,SAV,A,USD
1792,SAV,A,USD
1793,SAV,A,USD
1794,SAV,A,USD
1795,SAV,A,USD
1796,SAV,A,USD
1797,SAV,A,USD
1798,SAV,A,USD
1799,SAV,A,USD
1800,SAV,A,USD
1801,SAV,A,USD
1802,SAV,A,USD
1803,SAV,A,USD
1804,SAV,A,USD
1805,SAV,A,USD
1806,SAV,A,USD
1807,SAV,A,USD
1808,SAV,A,USD
1809,SAV,A,USD
1810,SAV,A,USD
1811,SAV,A,USD
1812,SAV,A,USD
1813,SAV,A,USD
1814,SAV,A,USD
1815,SAV,A,USD
1816,SAV,A,USD
1817,SAV,A,USD
1818,SAV,A,USD
1819,SAV,A,USD
1820,SAV,A,USD
1821,SAV,A,USD
1822,SAV,A,USD
1823,SAV,A,USD
1824,SAV,A,USD
1825,SAV,A,USD
1826,SAV,A,USD
1827,SAV,A,USD
1828,SAV,A,USD
1829,SAV,A,USD
1830,SAV,A,USD
1831,SAV,A,USD
1832,SAV,A,USD
1833,SAV,A,USD
1834,SAV,A,USD
1835,SAV,A,USD
1836,SAV,A,USD
1837,SAV,A,USD
1838,SAV,A,USD
1839,SAV,A,USD
1840,SAV,A,USD
1841,SAV,A,USD
1842,SAV,A,USD
1843,SAV,A,USD
1844,SAV,A,USD
1845,SAV,A,USD
1846,SAV,A,USD
1847,SAV,A,USD
1848,SAV,A,USD
1849,SAV,A,USD
1850,SAV,A,USD
1851,SAV,A,USD
1852,SAV,A,USD
1853,SAV,A,USD
1854,SAV,A,USD
1855,SAV,A,USD
1856,SAV,A,USD
1857,SAV,A,USD
1858,SAV,A,USD
1859,SAV,A,USD
1860,SAV,A,USD
1861,SAV,A,USD
1862,SAV,A,USD
1863,SAV,A,USD
1864,SAV,A,USD
1865,SAV,A,USD
1866,SAV,A,USD
1867,SAV,A,USD
1868,SAV,A,USD
1869,SAV,A,USD
1870,SAV,A,USD
1871,SAV,A,USD
1872,SAV,A,USD
1873,SAV,A,USD
1874,SAV,A,USD
1875,SAV,A,USD
1876,SAV,A,USD
1877,SAV,A,USD
1878,SAV,A,USD
1879,SAV,A,USD
1880,SAV,A,USD
1881,SAV,A,USD
1882,SAV,A,USD
1883,SAV,A,USD
1884,SAV,A,USD
1885,SAV,A,USD
1886,SAV,A,USD
1887,SAV,A,USD
1888,SAV,A,USD
1889,SAV,A,USD
1890,SAV,A,USD
1891,SAV,A,USD
1892,SAV,A,USD
1893,SAV,A,USD
1894,SAV,A,USD
1895,SAV,A,USD
1896,SAV,A,USD
1897,SAV,A,USD
1898,SAV,A,USD
1899,SAV,A,USD
1900,SAV,A,USD
1901,SAV,A,USD
1902,SAV,A,USD
1903,SAV,A,USD
1904,SAV,A,USD
1905,SAV,A,USD
1906,SAV,A,USD
1907,SAV,A,USD
1908,SAV,A,USD
1909,SAV,A,USD
1910,SAV,A,USD
1911,SAV,A,USD
1912,SAV,A,USD
1913,SAV,A,USD
1914,SAV,A,USD
1915,SAV,A,USD
1916,SAV,A,USD
1917,SAV,A,USD
1918,SAV,A,USD
1919,SAV,A,USD
1920,SAV,A,USD
1921,SAV,A,USD
1922,SAV,A,USD
1923,SAV,A,USD
1924,SAV,A,USD
1925,SAV,A,USD
1926,SAV,A,USD
1927,SAV,A,USD
1928,SAV,A,USD
1929,SAV,A,USD
1930,SAV,A,USD
1931,SAV,A,USD
1932,SAV,A,USD
1933,SAV,A,USD
1934,SAV,A,USD
1935,SAV,A,USD
1936,SAV,A,USD
1937,SAV,A,USD
1938,SAV,A,USD
1939,SAV,A,USD
1940,SAV,A,USD
1941,SAV,A,USD
1942,SAV,A,USD
1943,SAV,A,USD
1944,SAV,A,USD
1945,SAV,A,USD
1946,SAV,A,USD
1947,SAV,A,USD
1948,SAV,A,USD
1949,SAV,A,USD
1950,SAV,A,USD
1951,SAV,A,USD
1952,SAV,A,USD
1953,SAV,A,USD
1954,SAV,A,USD
1955,SAV,A,USD
1956,SAV,A,USD
1957,SAV,A,USD
1958,SAV,A,USD
1959,SAV,A,USD
1960,SAV,A,USD
1961,SAV,A,USD
1962,SAV,A,USD
1963,SAV,A,USD
1964,SAV,A,USD
1965,SAV,A,USD
1966,SAV,A,USD
1967,SAV,A,USD
1968,SAV,A,USD
1969,SAV,A,USD
1970,SAV,A,USD
1971,SAV,A,USD
1972,SAV,A,USD
1973,SAV,A,USD
1974,SAV,A,USD
1975,SAV,A,USD
1976,SAV,A,USD
1977,SAV,A,USD
1978,SAV,A,USD
1979,SAV,A,USD
1980,SAV,A,USD
1981,SAV,A,USD
1982,SAV,A,USD
1983,SAV,A,USD
1984,SAV,A,USD
1985,SAV,A,USD
1986,SAV,A,USD
1987,SAV,A,USD
1988,SAV,A,USD
1989,SAV,A,USD
1990,SAV,A,USD
1991,SAV,A,USD
1992,SAV,A,USD
1993,SAV,A,USD
1994,SAV,A,USD
1995,SAV,A,USD
1996,SAV,A,USD
1997,SAV,A,USD
1998,SAV,A,USD
1999,SAV,A,USD
2000,SAV,A,USD
2001,SAV,A,USD
2002,SAV,A,USD
2003,SAV,A,USD
2004,SAV,A,USD
2005,SAV,A,USD
2006,SAV,A,USD
2007,SAV,A,USD
2008,SAV,A,USD
2009,SAV,A,USD
2010,SAV,A,USD
2011,SAV,A,USD
2012,SAV,A,USD
2013,SAV,A,USD
2014,SAV,A,USD
2015,SAV,A,USD
2016,SAV,A,USD
2017,SAV,A,USD
2018,SAV,A,USD
2019,SAV,A,USD
2020,SAV,A,USD
2021,SAV,A,USD
2022,SAV,A,USD
2023,SAV,A,USD
2024,SAV,A,USD
2025,SAV,A,USD
2026,SAV,A,USD
2027,SAV,A,USD
2028,SAV,A,USD
2029,SAV,A,USD
2030,SAV,A,USD
2031,SAV,A,USD
2032,SAV,A,USD
2033,SAV,A,USD
2034,SAV,A,USD
2035,SAV,A,USD
2036,SAV,A,USD
2037,SAV,A,USD
2038,SAV,A,USD
2039,SAV,A,USD
2040,SAV,A,USD
2041,SAV,A,USD
2042,SAV,A,USD
2043,SAV,A,USD
2044,SAV,A,USD
2045,SAV,A,USD
2046,SAV,A,USD
2047,SAV,A,USD
2048,SAV,A,USD
2049,SAV,A,USD
2050,SAV,A,USD
2051,SAV,A,USD
2052,SAV,A,USD
2053,SAV,A,USD
2054,SAV,A,USD
2055,SAV,A,USD
2056,SAV,A,USD
2057,SAV,A,USD
2058,SAV,A,USD
2059,SAV,A,USD
2060,SAV,A,USD
2061,SAV,A,USD
2062,SAV,A,USD
2063,SAV,A,USD
2064,SAV,A,USD
2065,SAV,A,USD
2066,SAV,A,USD
2067,SAV,A,USD
2068,SAV,A,USD
2069,SAV,A,USD
2070,SAV,A,USD
2071,SAV,A,USD
2072,SAV,A,USD
2073,SAV,A,USD
2074,SAV,A,USD
2075,SAV,A,USD
2076,SAV,A,USD
2077,SAV,A,USD
2078,SAV,A,USD
2079,SAV,A,USD
2080,SAV,A,USD
2081,SAV,A,USD
2082,SAV,A,USD
2083,SAV,A,USD
2084,SAV,A,USD
2085,SAV,A,USD
2086,SAV,A,USD
2087,SAV,A,USD
2088,SAV,A,USD
2089,SAV,A,USD
2090,SAV,A,USD
2091,SAV,A,USD
2092,SAV,A,USD
2093,SAV,A,USD
2094,SAV,A,USD
2095,SAV,A,USD
2096,SAV,A,USD
2097,SAV,A,USD
2098,SAV,A,USD
2099,SAV,A,USD
2100,SAV,A,USD
2101,SAV,A,USD
2102,SAV,A,USD
2103,SAV,A,USD
2104,SAV,A,USD
2105,SAV,A,USD
2106,SAV,A,USD
2107,SAV,A,USD
2108,SAV,A,USD
2109,SAV,A,USD
2110,SAV,A,USD
2111,SAV,A,USD
2112,SAV,A,USD
2113,SAV,A,USD
2114,SAV,A,USD
2115,SAV,A,USD
2116,SAV,A,USD
2117,SAV,A,USD
2118,SAV,A,USD
2119,SAV,A,USD
2120,SAV,A,USD
2121,SAV,A,USD
2122,SAV,A,USD
2123,SAV,A,USD
2124,SAV,A,USD
2125,SAV,A,USD
2126,SAV,A,USD
2127,SAV,A,USD
2128,SAV,A,USD
2129,SAV,A,USD
2130,SAV,A,USD
2131,SAV,A,USD
2132,SAV,A,USD
2133,SAV,A,USD
2134,SAV,A,USD
2135,SAV,A,USD
2136,SAV,A,USD
2137,SAV,A,USD
2138,SAV,A,USD
2139,SAV,A,USD
2140,SAV,A,USD
2141,SAV,A,USD
2142,SAV,A,USD
2143,SAV,A,USD
2144,SAV,A,USD
2145,SAV,A,USD
2146,SAV,A,USD
2147,SAV,A,USD
2148,SAV,A,USD
2149,SAV,A,USD
2150,SAV,A,USD
2151,SAV,A,USD
2152,SAV,A,USD
2153,SAV,A,USD
2154,SAV,A,USD
2155,SAV,A,USD
2156,SAV,A,USD
2157,SAV,A,USD
2158,SAV,A,USD
2159,SAV,A,USD
2160,SAV,A,USD
2161,SAV,A,USD
2162,SAV,A,USD
2163,SAV,A,USD
2164,SAV,A,USD
2165,SAV,A,USD
2166,SAV,A,USD
2167,SAV,A,USD
2168,SAV,A,USD
2169,SAV,A,USD
2170,SAV,A,USD
2171,SAV,A,USD
2172,SAV,A,USD
2173,SAV,A,USD
2174,SAV,A,USD
2175,SAV,A,USD
2176,SAV,A,USD
2177,SAV,A,USD
2178,SAV,A,USD
2179,SAV,A,USD
2180,SAV,A,USD
2181,SAV,A,USD
2182,SAV,A,USD
2183,SAV,A,USD
2184,SAV,A,USD
2185,SAV,A,USD
2186,SAV,A,USD
2187,SAV,A,USD
2188,SAV,A,USD
2189,SAV,A,USD
2190,SAV,A,USD
2191,SAV,A,USD
2192,SAV,A,USD
2193,SAV,A,USD
2194,SAV,A,USD
2195,SAV,A,USD
2196,SAV,A,USD
2197,SAV,A,USD
2198,SAV,A,USD
2199,SAV,A,USD
2200,SAV,A,USD
2201,SAV,A,USD
2202,SAV,A,USD
2203,SAV,A,USD
2204,SAV,A,USD
2205,SAV,A,USD
2206,SAV,A,USD
2207,SAV,A,USD
2208,SAV,A,USD
2209,SAV,A,USD
2210,SAV,A,USD
2211,SAV,A,USD
2212,SAV,A,USD
2213,SAV,A,USD
2214,SAV,A,USD
2215,SAV,A,USD
2216,SAV,A,USD
2217,SAV,A,USD
2218,SAV,A,USD
2219,SAV,A,USD
2220,SAV,A,USD
2221,SAV,A,USD
2222,SAV,A,USD
2223,SAV,A,USD
2224,SAV,A,USD
2225,SAV,A,USD
2226,SAV,A,USD
2227,SAV,A,USD
2228,SAV,A,USD
2229,SAV,A,USD
2230,SAV,A,USD
2231,SAV,A,USD
2232,SAV,A,USD
2233,SAV,A,USD
2234,SAV,A,USD
2235,SAV,A,USD
2236,SAV,A,USD
2237,SAV,A,USD
2238,SAV,A,USD
2239,SAV,A,USD
2240,SAV,A,USD
2241,SAV,A,USD
2242,SAV,A,USD
2243,SAV,A,USD
2244,SAV,A,USD
2245,SAV,A,USD
2246,SAV,A,USD
2247,SAV,A,USD
2248,SAV,A,USD
2249,SAV,A,USD
2250,SAV,A,USD
2251,SAV,A,USD
2252,SAV,A,USD
2253,SAV,A,USD
2254,SAV,A,USD
2255,SAV,A,USD
2256,SAV,A,USD
2257,SAV,A,USD
2258,SAV,A,USD
2259,SAV,A,USD
2260,SAV,A,USD
2261,SAV,A,USD
2262,SAV,A,USD
2263,SAV,A,USD
2264,SAV,A,USD
2265,SAV,A,USD
2266,SAV,A,USD
2267,SAV,A,USD
2268,SAV,A,USD
2269,SAV,A,USD
2270,SAV,A,USD
2271,SAV,A,USD
2272,SAV,A,USD
2273,SAV,A,USD
2274,SAV,A,USD
2275,SAV,A,USD
2276,SAV,A,USD
2277,SAV,A,USD
2278,SAV,A,USD
2279,SAV,A,USD
2280,SAV,A,USD
2281,SAV,A,USD
2282,SAV,A,USD
2283,SAV,A,USD
2284,SAV,A,USD
2285,SAV,A,USD
2286,SAV,A,USD
2287,SAV,A,USD
2288,SAV,A,USD
2289,SAV,A,USD
2290,SAV,A,USD
2291,SAV,A,USD
2292,SAV,A,USD
2293,SAV,A,USD
2294,SAV,A,USD
2295,SAV,A,USD
2296,SAV,A,USD
2297,SAV,A,USD
2298,SAV,A,USD
2299,SAV,A,USD
2300,SAV,A,USD
2301,SAV,A,USD
2302,SAV,A,USD
2303,SAV,A,USD
2304,SAV,A,USD
2305,SAV,A,USD
2306,SAV,A,USD
2307,SAV,A,USD
2308,SAV,A,USD
2309,SAV,A,USD
2310,SAV,A,USD
2311,SAV,A,USD
2312,SAV,A,USD
2313,SAV,A,USD
2314,SAV,A,USD
2315,SAV,A,USD
2316,SAV,A,USD
2317,SAV,A,USD
2318,SAV,A,USD
2319,SAV,A,USD
2320,SAV,A,USD
2321,SAV,A,USD
2322,SAV,A,USD
2323,SAV,A,USD
2324,SAV,A,USD
2325,SAV,A,USD
2326,SAV,A,USD
2327,SAV,A,USD
2328,SAV,A,USD
2329,SAV,A,USD
2330,SAV,A,USD
2331,SAV,A,USD
2332,SAV,A,USD
2333,SAV,A,USD
2334,SAV,A,USD
2335,SAV,A,USD
2336,SAV,A,USD
2337,SAV,A,USD
2338,SAV,A,USD
2339,SAV,A,USD
2340,SAV,A,USD
2341,SAV,A,USD
2342,SAV,A,USD
2343,SAV,A,USD
2344,SAV,A,USD
2345,SAV,A,USD
2346,SAV,A,USD
2347,SAV,A,USD
2348,SAV,A,USD
2349,SAV,A,USD
2350,SAV,A,USD
2351,SAV,A,USD
2352,SAV,A,USD
2353,SAV,A,USD
2354,SAV,A,USD
2355,SAV,A,USD
2356,SAV,A,USD
2357,SAV,A,USD
2358,SAV,A,USD
2359,SAV,A,USD
2360,SAV,A,USD
2361,SAV,A,USD
2362,SAV,A,USD
2363,SAV,A,USD
2364,SAV,A,USD
2365,SAV,A,USD
2366,SAV,A,USD
2367,SAV,A,USD
2368,SAV,A,USD
2369,SAV,A,USD
2370,SAV,A,USD
2371,SAV,A,USD
2372,SAV,A,USD
2373,SAV,A,USD
2374,SAV,A,USD
2375,SAV,A,USD
2376,SAV,A,USD
2377,SAV,A,USD
2378,SAV,A,USD
2379,SAV,A,USD
2380,SAV,A,USD
2381,SAV,A,USD
2382,SAV,A,USD
2383,SAV,A,USD
2384,SAV,A,USD
2385,SAV,A,USD
2386,SAV,A,USD
2387,SAV,A,USD
2388,SAV,A,USD
2389,SAV,A,USD
2390,SAV,A,USD
2391,SAV,A,USD
2392,SAV,A,USD
2393,SAV,A,USD
2394,SAV,A,USD
2395,SAV,A,USD
2396,SAV,A,USD
2397,SAV,A,USD
2398,SAV,A,USD
2399,SAV,A,USD
2400,SAV,A,USD
2401,SAV,A,USD
2402,SAV,A,USD
2403,SAV,A,USD
2404,SAV,A,USD
2405,SAV,A,USD
2406,SAV,A,USD
2407,SAV,A,USD
2408,SAV,A,USD
2409,SAV,A,USD
