tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
3615,9653,9869,TRANSFER,308.78,2017-01-03 00:00:00+00:00,False,-1
3630,8078,8151,TRANSFER,803.9,2017-01-03 00:00:00+00:00,False,-1
3641,8989,728,TRANSFER,974.93,2017-01-03 00:00:00+00:00,False,-1
3644,8061,2078,TRANSFER,983.84,2017-01-03 00:00:00+00:00,False,-1
3653,9140,1718,TRANSFER,622.55,2017-01-03 00:00:00+00:00,False,-1
3661,8269,3076,TRANSFER,511.33,2017-01-03 00:00:00+00:00,False,-1
3663,9735,3836,TRANSFER,782.64,2017-01-03 00:00:00+00:00,False,-1
3664,9735,7200,TRANSFER,388.4,2017-01-03 00:00:00+00:00,False,-1
3665,9735,8037,TRANSFER,467.91,2017-01-03 00:00:00+00:00,False,-1
3666,9735,9883,TRANSFER,198.01,2017-01-03 00:00:00+00:00,False,-1
3667,9355,5753,TRANSFER,522.9,2017-01-03 00:00:00+00:00,False,-1
3671,8365,8632,TRANSFER,174.13,2017-01-03 00:00:00+00:00,False,-1
3672,8831,785,TRANSFER,266.53,2017-01-03 00:00:00+00:00,False,-1
3678,9470,3000,TRANSFER,421.58,2017-01-03 00:00:00+00:00,False,-1
3683,9444,9852,TRANSFER,946.73,2017-01-03 00:00:00+00:00,False,-1
3684,9595,4719,TRANSFER,257.01,2017-01-03 00:00:00+00:00,False,-1
3685,9217,7621,TRANSFER,623.65,2017-01-03 00:00:00+00:00,False,-1
3693,8396,9816,TRANSFER,320.0,2017-01-03 00:00:00+00:00,False,-1
3694,8325,2892,TRANSFER,268.42,2017-01-03 00:00:00+00:00,False,-1
3707,9932,1783,TRANSFER,643.71,2017-01-03 00:00:00+00:00,False,-1
3708,9932,9872,TRANSFER,194.72,2017-01-03 00:00:00+00:00,False,-1
3709,9932,6920,TRANSFER,356.41,2017-01-03 00:00:00+00:00,False,-1
3710,9932,9579,TRANSFER,260.9,2017-01-03 00:00:00+00:00,False,-1
3711,9932,9882,TRANSFER,197.0,2017-01-03 00:00:00+00:00,False,-1
3712,9932,7084,TRANSFER,605.34,2017-01-03 00:00:00+00:00,False,-1
3713,9932,8804,TRANSFER,140.5,2017-01-03 00:00:00+00:00,False,-1
3714,9932,8592,TRANSFER,469.26,2017-01-03 00:00:00+00:00,False,-1
3715,9932,1299,TRANSFER,953.69,2017-01-03 00:00:00+00:00,False,-1
3716,9932,9911,TRANSFER,297.88,2017-01-03 00:00:00+00:00,False,-1
3721,9349,9999,TRANSFER,299.96,2017-01-03 00:00:00+00:00,False,-1
3727,9175,234,TRANSFER,976.25,2017-01-03 00:00:00+00:00,False,-1
3728,9963,6447,TRANSFER,216.1,2017-01-03 00:00:00+00:00,False,-1
3729,9963,1904,TRANSFER,447.53,2017-01-03 00:00:00+00:00,False,-1
3730,9963,3784,TRANSFER,460.6,2017-01-03 00:00:00+00:00,False,-1
3731,9963,9434,TRANSFER,806.14,2017-01-03 00:00:00+00:00,False,-1
3732,9963,8633,TRANSFER,180.22,2017-01-03 00:00:00+00:00,False,-1
3733,9963,6360,TRANSFER,384.03,2017-01-03 00:00:00+00:00,False,-1
3734,9963,9915,TRANSFER,737.14,2017-01-03 00:00:00+00:00,False,-1
3735,9963,2805,TRANSFER,890.53,2017-01-03 00:00:00+00:00,False,-1
3736,9963,4856,TRANSFER,597.22,2017-01-03 00:00:00+00:00,False,-1
3737,9963,7767,TRANSFER,288.51,2017-01-03 00:00:00+00:00,False,-1
3738,9963,1792,TRANSFER,860.01,2017-01-03 00:00:00+00:00,False,-1
3739,9963,9378,TRANSFER,991.04,2017-01-03 00:00:00+00:00,False,-1
3740,9963,9438,TRANSFER,988.69,2017-01-03 00:00:00+00:00,False,-1
3751,8127,8344,TRANSFER,535.75,2017-01-03 00:00:00+00:00,False,-1
3752,9223,8938,TRANSFER,698.15,2017-01-03 00:00:00+00:00,False,-1
3765,9941,5532,TRANSFER,772.41,2017-01-03 00:00:00+00:00,False,-1
3766,9941,9402,TRANSFER,204.07,2017-01-03 00:00:00+00:00,False,-1
3767,9941,4401,TRANSFER,825.7,2017-01-03 00:00:00+00:00,False,-1
3768,9941,8827,TRANSFER,778.19,2017-01-03 00:00:00+00:00,False,-1
3769,9941,9694,TRANSFER,342.41,2017-01-03 00:00:00+00:00,False,-1
3770,9941,8768,TRANSFER,870.25,2017-01-03 00:00:00+00:00,False,-1
3771,9941,8838,TRANSFER,780.02,2017-01-03 00:00:00+00:00,False,-1
3772,9941,5907,TRANSFER,517.55,2017-01-03 00:00:00+00:00,False,-1
3773,9941,2253,TRANSFER,914.9,2017-01-03 00:00:00+00:00,False,-1
3774,9941,8769,TRANSFER,944.98,2017-01-03 00:00:00+00:00,False,-1
3775,9941,7966,TRANSFER,873.1,2017-01-03 00:00:00+00:00,False,-1
3797,9400,9881,TRANSFER,417.1,2017-01-03 00:00:00+00:00,False,-1
3801,9238,9996,TRANSFER,401.5,2017-01-03 00:00:00+00:00,False,-1
3805,8167,9968,TRANSFER,895.64,2017-01-03 00:00:00+00:00,False,-1
3814,9765,5169,TRANSFER,547.18,2017-01-03 00:00:00+00:00,False,-1
3815,9765,9995,TRANSFER,966.96,2017-01-03 00:00:00+00:00,False,-1
3816,9765,1105,TRANSFER,261.68,2017-01-03 00:00:00+00:00,False,-1
3817,9765,4042,TRANSFER,129.34,2017-01-03 00:00:00+00:00,False,-1
3824,9334,3124,TRANSFER,598.7,2017-01-03 00:00:00+00:00,False,-1
3826,9172,2639,TRANSFER,117.47,2017-01-03 00:00:00+00:00,False,-1
3837,9597,4131,TRANSFER,877.96,2017-01-03 00:00:00+00:00,False,-1
3839,9363,1508,TRANSFER,259.83,2017-01-03 00:00:00+00:00,False,-1
3841,9796,6730,TRANSFER,834.84,2017-01-03 00:00:00+00:00,False,-1
3842,9796,4065,TRANSFER,912.26,2017-01-03 00:00:00+00:00,False,-1
3843,9796,6131,TRANSFER,723.2,2017-01-03 00:00:00+00:00,False,-1
3844,9796,2372,TRANSFER,637.25,2017-01-03 00:00:00+00:00,False,-1
3845,9796,9913,TRANSFER,914.66,2017-01-03 00:00:00+00:00,False,-1
3846,9762,9605,TRANSFER,809.9,2017-01-03 00:00:00+00:00,False,-1
3847,9762,6702,TRANSFER,740.69,2017-01-03 00:00:00+00:00,False,-1
3848,9762,5111,TRANSFER,531.5,2017-01-03 00:00:00+00:00,False,-1
3849,9762,5367,TRANSFER,174.86,2017-01-03 00:00:00+00:00,False,-1
3851,9057,952,TRANSFER,820.37,2017-01-03 00:00:00+00:00,False,-1
3856,9210,3927,TRANSFER,727.96,2017-01-03 00:00:00+00:00,False,-1
3857,9599,2701,TRANSFER,100.97,2017-01-03 00:00:00+00:00,False,-1
3865,9128,815,TRANSFER,243.51,2017-01-03 00:00:00+00:00,False,-1
3866,9270,1367,TRANSFER,117.43,2017-01-03 00:00:00+00:00,False,-1
3883,8071,8286,TRANSFER,267.59,2017-01-03 00:00:00+00:00,False,-1
3886,8026,4747,TRANSFER,800.97,2017-01-03 00:00:00+00:00,False,-1
3896,8069,3543,TRANSFER,600.44,2017-01-03 00:00:00+00:00,False,-1
3898,9841,9862,TRANSFER,868.64,2017-01-03 00:00:00+00:00,False,-1
3899,9841,8989,TRANSFER,360.87,2017-01-03 00:00:00+00:00,False,-1
3900,9841,9301,TRANSFER,597.44,2017-01-03 00:00:00+00:00,False,-1
3901,9841,7513,TRANSFER,890.42,2017-01-03 00:00:00+00:00,False,-1
3902,9841,3248,TRANSFER,609.84,2017-01-03 00:00:00+00:00,False,-1
3903,9841,7775,TRANSFER,112.25,2017-01-03 00:00:00+00:00,False,-1
3930,8265,1905,TRANSFER,577.62,2017-01-03 00:00:00+00:00,False,-1
3932,9149,1094,TRANSFER,852.5,2017-01-03 00:00:00+00:00,False,-1
3933,8033,2432,TRANSFER,262.14,2017-01-03 00:00:00+00:00,False,-1
3963,9999,3355,TRANSFER,119.21,2017-01-03 00:00:00+00:00,False,-1
3964,9999,9952,TRANSFER,209.78,2017-01-03 00:00:00+00:00,False,-1
3965,9999,4817,TRANSFER,267.53,2017-01-03 00:00:00+00:00,False,-1
3966,9999,7811,TRANSFER,701.36,2017-01-03 00:00:00+00:00,False,-1
3967,9999,3149,TRANSFER,892.39,2017-01-03 00:00:00+00:00,False,-1
3968,9999,8946,TRANSFER,962.73,2017-01-03 00:00:00+00:00,False,-1
3969,9999,9481,TRANSFER,304.38,2017-01-03 00:00:00+00:00,False,-1
3970,9999,6474,TRANSFER,572.52,2017-01-03 00:00:00+00:00,False,-1
3971,9999,9695,TRANSFER,320.79,2017-01-03 00:00:00+00:00,False,-1
3972,9999,9680,TRANSFER,431.16,2017-01-03 00:00:00+00:00,False,-1
3973,9999,8122,TRANSFER,158.91,2017-01-03 00:00:00+00:00,False,-1
3974,9999,9843,TRANSFER,604.51,2017-01-03 00:00:00+00:00,False,-1
3975,9999,6483,TRANSFER,286.62,2017-01-03 00:00:00+00:00,False,-1
3976,9999,5752,TRANSFER,578.22,2017-01-03 00:00:00+00:00,False,-1
3977,9999,5678,TRANSFER,435.77,2017-01-03 00:00:00+00:00,False,-1
3978,9999,8944,TRANSFER,369.73,2017-01-03 00:00:00+00:00,False,-1
3979,9999,2987,TRANSFER,235.06,2017-01-03 00:00:00+00:00,False,-1
3980,9999,6639,TRANSFER,348.27,2017-01-03 00:00:00+00:00,False,-1
3981,9999,9981,TRANSFER,524.15,2017-01-03 00:00:00+00:00,False,-1
3982,9999,8844,TRANSFER,956.55,2017-01-03 00:00:00+00:00,False,-1
3983,9999,9688,TRANSFER,956.47,2017-01-03 00:00:00+00:00,False,-1
3984,9999,9442,TRANSFER,899.11,2017-01-03 00:00:00+00:00,False,-1
3985,9999,6197,TRANSFER,902.56,2017-01-03 00:00:00+00:00,False,-1
3986,9999,7044,TRANSFER,257.31,2017-01-03 00:00:00+00:00,False,-1
3987,9999,9986,TRANSFER,175.62,2017-01-03 00:00:00+00:00,False,-1
3988,9999,1386,TRANSFER,462.11,2017-01-03 00:00:00+00:00,False,-1
3989,9999,9378,TRANSFER,378.84,2017-01-03 00:00:00+00:00,False,-1
3990,9999,6711,TRANSFER,105.41,2017-01-03 00:00:00+00:00,False,-1
3991,9999,1772,TRANSFER,527.43,2017-01-03 00:00:00+00:00,False,-1
3992,9999,9094,TRANSFER,157.75,2017-01-03 00:00:00+00:00,False,-1
3993,9999,5947,TRANSFER,801.0,2017-01-03 00:00:00+00:00,False,-1
3994,9999,3990,TRANSFER,712.73,2017-01-03 00:00:00+00:00,False,-1
3995,9999,6636,TRANSFER,277.74,2017-01-03 00:00:00+00:00,False,-1
3996,9999,7709,TRANSFER,192.34,2017-01-03 00:00:00+00:00,False,-1
3997,9999,9170,TRANSFER,224.95,2017-01-03 00:00:00+00:00,False,-1
3998,9999,5978,TRANSFER,123.1,2017-01-03 00:00:00+00:00,False,-1
3999,9999,6829,TRANSFER,835.35,2017-01-03 00:00:00+00:00,False,-1
4000,9999,4512,TRANSFER,388.56,2017-01-03 00:00:00+00:00,False,-1
4001,9999,9921,TRANSFER,905.81,2017-01-03 00:00:00+00:00,False,-1
4002,9999,9565,TRANSFER,483.01,2017-01-03 00:00:00+00:00,False,-1
4003,9999,4166,TRANSFER,768.79,2017-01-03 00:00:00+00:00,False,-1
4004,9999,8380,TRANSFER,781.16,2017-01-03 00:00:00+00:00,False,-1
4005,9999,6139,TRANSFER,520.93,2017-01-03 00:00:00+00:00,False,-1
4006,9999,9205,TRANSFER,876.98,2017-01-03 00:00:00+00:00,False,-1
4007,9999,4195,TRANSFER,307.82,2017-01-03 00:00:00+00:00,False,-1
4011,9484,2845,TRANSFER,733.21,2017-01-03 00:00:00+00:00,False,-1
4021,9610,3605,TRANSFER,850.44,2017-01-03 00:00:00+00:00,False,-1
4022,9610,9765,TRANSFER,263.6,2017-01-03 00:00:00+00:00,False,-1
4023,9610,7718,TRANSFER,631.81,2017-01-03 00:00:00+00:00,False,-1
4034,9438,8158,TRANSFER,137.72,2017-01-03 00:00:00+00:00,True,38
4036,8278,9741,TRANSFER,629.21,2017-01-03 00:00:00+00:00,False,-1
4043,8010,2610,TRANSFER,710.59,2017-01-03 00:00:00+00:00,False,-1
4048,8946,622,TRANSFER,856.7,2017-01-03 00:00:00+00:00,False,-1
4049,9973,2568,TRANSFER,396.17,2017-01-03 00:00:00+00:00,False,-1
4050,9973,9599,TRANSFER,861.63,2017-01-03 00:00:00+00:00,False,-1
4051,9973,5106,TRANSFER,981.05,2017-01-03 00:00:00+00:00,False,-1
4052,9973,4993,TRANSFER,198.09,2017-01-03 00:00:00+00:00,False,-1
4053,9973,8670,TRANSFER,917.73,2017-01-03 00:00:00+00:00,False,-1
4054,9973,7574,TRANSFER,289.24,2017-01-03 00:00:00+00:00,False,-1
4055,9973,7730,TRANSFER,461.79,2017-01-03 00:00:00+00:00,False,-1
4056,9973,5731,TRANSFER,200.49,2017-01-03 00:00:00+00:00,False,-1
4057,9973,4646,TRANSFER,189.56,2017-01-03 00:00:00+00:00,False,-1
4058,9973,7458,TRANSFER,552.63,2017-01-03 00:00:00+00:00,False,-1
4059,9973,8429,TRANSFER,750.67,2017-01-03 00:00:00+00:00,False,-1
4060,9973,4257,TRANSFER,988.79,2017-01-03 00:00:00+00:00,False,-1
4061,9973,2019,TRANSFER,833.25,2017-01-03 00:00:00+00:00,False,-1
4062,9973,8998,TRANSFER,270.61,2017-01-03 00:00:00+00:00,False,-1
4063,9973,9290,TRANSFER,713.42,2017-01-03 00:00:00+00:00,False,-1
4068,9819,1168,TRANSFER,321.38,2017-01-03 00:00:00+00:00,False,-1
4069,9819,9027,TRANSFER,930.03,2017-01-03 00:00:00+00:00,False,-1
4070,9819,3084,TRANSFER,681.37,2017-01-03 00:00:00+00:00,False,-1
4071,9819,9265,TRANSFER,972.03,2017-01-03 00:00:00+00:00,False,-1
4072,9819,9924,TRANSFER,456.44,2017-01-03 00:00:00+00:00,False,-1
4073,9618,5876,TRANSFER,129.76,2017-01-03 00:00:00+00:00,False,-1
4074,9618,9046,TRANSFER,703.22,2017-01-03 00:00:00+00:00,False,-1
4075,9618,9158,TRANSFER,543.68,2017-01-03 00:00:00+00:00,False,-1
4079,9834,6989,TRANSFER,968.69,2017-01-03 00:00:00+00:00,False,-1
4080,9834,8059,TRANSFER,943.7,2017-01-03 00:00:00+00:00,False,-1
4081,9834,1201,TRANSFER,908.65,2017-01-03 00:00:00+00:00,False,-1
4082,9834,1880,TRANSFER,448.07,2017-01-03 00:00:00+00:00,False,-1
4083,9834,9998,TRANSFER,593.88,2017-01-03 00:00:00+00:00,False,-1
4084,9834,9341,TRANSFER,323.27,2017-01-03 00:00:00+00:00,False,-1
4086,9559,8832,TRANSFER,944.66,2017-01-03 00:00:00+00:00,False,-1
4088,9911,8359,TRANSFER,924.23,2017-01-03 00:00:00+00:00,False,-1
4089,9911,5109,TRANSFER,996.07,2017-01-03 00:00:00+00:00,False,-1
4090,9911,5889,TRANSFER,577.43,2017-01-03 00:00:00+00:00,False,-1
4091,9911,1088,TRANSFER,313.71,2017-01-03 00:00:00+00:00,False,-1
4092,9911,4071,TRANSFER,287.15,2017-01-03 00:00:00+00:00,False,-1
4093,9911,3355,TRANSFER,986.9,2017-01-03 00:00:00+00:00,False,-1
4094,9911,9774,TRANSFER,578.26,2017-01-03 00:00:00+00:00,False,-1
4095,9911,4581,TRANSFER,261.25,2017-01-03 00:00:00+00:00,False,-1
4096,9804,9967,TRANSFER,524.06,2017-01-03 00:00:00+00:00,False,-1
4097,9804,3738,TRANSFER,701.1,2017-01-03 00:00:00+00:00,False,-1
4098,9804,3599,TRANSFER,663.56,2017-01-03 00:00:00+00:00,False,-1
4099,9804,9960,TRANSFER,175.87,2017-01-03 00:00:00+00:00,False,-1
4100,9804,8251,TRANSFER,659.04,2017-01-03 00:00:00+00:00,False,-1
4107,9732,3675,TRANSFER,190.6,2017-01-03 00:00:00+00:00,False,-1
4108,9732,8425,TRANSFER,724.73,2017-01-03 00:00:00+00:00,False,-1
4109,9732,7227,TRANSFER,536.81,2017-01-03 00:00:00+00:00,False,-1
4110,9732,8249,TRANSFER,673.55,2017-01-03 00:00:00+00:00,False,-1
4118,9859,7961,TRANSFER,341.38,2017-01-03 00:00:00+00:00,False,-1
4119,9859,4685,TRANSFER,184.49,2017-01-03 00:00:00+00:00,False,-1
4120,9859,9603,TRANSFER,246.57,2017-01-03 00:00:00+00:00,False,-1
4121,9859,9507,TRANSFER,838.65,2017-01-03 00:00:00+00:00,False,-1
4122,9859,9975,TRANSFER,379.41,2017-01-03 00:00:00+00:00,False,-1
4123,9859,708,TRANSFER,815.54,2017-01-03 00:00:00+00:00,False,-1
4128,8844,691,TRANSFER,528.59,2017-01-03 00:00:00+00:00,False,-1
4132,8105,3996,TRANSFER,790.17,2017-01-03 00:00:00+00:00,False,-1
4143,8339,8477,TRANSFER,159.58,2017-01-03 00:00:00+00:00,True,36
4144,8339,9606,TRANSFER,932.53,2017-01-03 00:00:00+00:00,False,-1
4145,9200,6532,TRANSFER,308.04,2017-01-03 00:00:00+00:00,False,-1
4154,9256,9154,TRANSFER,710.75,2017-01-03 00:00:00+00:00,False,-1
4167,9856,6945,TRANSFER,178.19,2017-01-03 00:00:00+00:00,False,-1
4168,9856,7404,TRANSFER,177.84,2017-01-03 00:00:00+00:00,False,-1
4169,9856,7019,TRANSFER,400.17,2017-01-03 00:00:00+00:00,False,-1
4170,9856,9982,TRANSFER,249.56,2017-01-03 00:00:00+00:00,False,-1
4171,9856,9284,TRANSFER,402.32,2017-01-03 00:00:00+00:00,False,-1
4172,9856,1376,TRANSFER,683.81,2017-01-03 00:00:00+00:00,False,-1
4174,9167,852,TRANSFER,644.0,2017-01-03 00:00:00+00:00,False,-1
4181,9306,6879,TRANSFER,143.95,2017-01-03 00:00:00+00:00,False,-1
4183,9460,9458,TRANSFER,408.98,2017-01-03 00:00:00+00:00,False,-1
4188,8267,657,TRANSFER,497.73,2017-01-03 00:00:00+00:00,False,-1
4197,9691,7607,TRANSFER,778.12,2017-01-03 00:00:00+00:00,False,-1
4198,9691,1156,TRANSFER,873.21,2017-01-03 00:00:00+00:00,False,-1
4199,9691,7653,TRANSFER,838.34,2017-01-03 00:00:00+00:00,False,-1
4200,9691,9547,TRANSFER,453.54,2017-01-03 00:00:00+00:00,False,-1
4206,8981,494,TRANSFER,516.72,2017-01-03 00:00:00+00:00,False,-1
4207,8142,7574,TRANSFER,870.72,2017-01-03 00:00:00+00:00,False,-1
4219,8397,9831,TRANSFER,336.63,2017-01-03 00:00:00+00:00,False,-1
4220,8041,8088,TRANSFER,720.28,2017-01-03 00:00:00+00:00,False,-1
4224,9925,6458,TRANSFER,639.79,2017-01-03 00:00:00+00:00,False,-1
4225,9925,9146,TRANSFER,316.08,2017-01-03 00:00:00+00:00,False,-1
4226,9925,9726,TRANSFER,179.03,2017-01-03 00:00:00+00:00,False,-1
4227,9925,9933,TRANSFER,428.51,2017-01-03 00:00:00+00:00,False,-1
4228,9925,6874,TRANSFER,492.44,2017-01-03 00:00:00+00:00,False,-1
4229,9925,9068,TRANSFER,450.1,2017-01-03 00:00:00+00:00,False,-1
4230,9925,8567,TRANSFER,778.92,2017-01-03 00:00:00+00:00,False,-1
4231,9925,9756,TRANSFER,219.58,2017-01-03 00:00:00+00:00,False,-1
4232,9925,9604,TRANSFER,862.58,2017-01-03 00:00:00+00:00,False,-1
4238,8193,5210,TRANSFER,671.61,2017-01-03 00:00:00+00:00,False,-1
4243,8330,7700,TRANSFER,989.95,2017-01-03 00:00:00+00:00,False,-1
4245,8389,9315,TRANSFER,852.45,2017-01-03 00:00:00+00:00,False,-1
4250,8911,701,TRANSFER,493.51,2017-01-03 00:00:00+00:00,False,-1
4252,9968,2957,TRANSFER,627.62,2017-01-03 00:00:00+00:00,False,-1
4253,9968,5908,TRANSFER,903.14,2017-01-03 00:00:00+00:00,False,-1
4254,9968,8960,TRANSFER,660.22,2017-01-03 00:00:00+00:00,False,-1
4255,9968,6605,TRANSFER,386.15,2017-01-03 00:00:00+00:00,False,-1
4256,9968,7648,TRANSFER,600.59,2017-01-03 00:00:00+00:00,False,-1
4257,9968,9424,TRANSFER,539.58,2017-01-03 00:00:00+00:00,False,-1
4258,9968,9687,TRANSFER,594.52,2017-01-03 00:00:00+00:00,False,-1
4259,9968,8047,TRANSFER,732.81,2017-01-03 00:00:00+00:00,False,-1
4260,9968,9436,TRANSFER,552.08,2017-01-03 00:00:00+00:00,False,-1
4261,9968,1124,TRANSFER,695.2,2017-01-03 00:00:00+00:00,False,-1
4262,9968,6444,TRANSFER,472.92,2017-01-03 00:00:00+00:00,False,-1
4263,9968,9979,TRANSFER,879.86,2017-01-03 00:00:00+00:00,False,-1
4264,9968,8242,TRANSFER,306.07,2017-01-03 00:00:00+00:00,False,-1
4265,9968,2734,TRANSFER,951.22,2017-01-03 00:00:00+00:00,False,-1
4270,8910,134,TRANSFER,964.52,2017-01-03 00:00:00+00:00,False,-1
4271,8107,3166,TRANSFER,206.12,2017-01-03 00:00:00+00:00,False,-1
4275,8321,9164,TRANSFER,512.95,2017-01-03 00:00:00+00:00,False,-1
4278,8103,389,TRANSFER,283.06,2017-01-03 00:00:00+00:00,False,-1
4282,9337,9307,TRANSFER,460.12,2017-01-03 00:00:00+00:00,False,-1
4289,9004,321,TRANSFER,810.79,2017-01-03 00:00:00+00:00,False,-1
4307,8271,8762,TRANSFER,610.25,2017-01-03 00:00:00+00:00,False,-1
4323,8880,872,TRANSFER,827.91,2017-01-03 00:00:00+00:00,False,-1
4324,9220,9422,TRANSFER,748.34,2017-01-03 00:00:00+00:00,False,-1
4336,9254,9224,TRANSFER,777.98,2017-01-03 00:00:00+00:00,False,-1
4362,9696,2223,TRANSFER,702.74,2017-01-03 00:00:00+00:00,False,-1
4363,9696,7199,TRANSFER,448.09,2017-01-03 00:00:00+00:00,False,-1
4364,9696,6716,TRANSFER,393.99,2017-01-03 00:00:00+00:00,False,-1
4365,9696,8035,TRANSFER,727.94,2017-01-03 00:00:00+00:00,False,-1
4369,9818,4214,TRANSFER,258.9,2017-01-03 00:00:00+00:00,False,-1
4370,9818,9976,TRANSFER,259.78,2017-01-03 00:00:00+00:00,False,-1
4371,9818,5689,TRANSFER,286.4,2017-01-03 00:00:00+00:00,False,-1
4372,9818,6667,TRANSFER,898.92,2017-01-03 00:00:00+00:00,False,-1
4373,9818,9999,TRANSFER,695.22,2017-01-03 00:00:00+00:00,False,-1
4374,9083,279,TRANSFER,192.94,2017-01-03 00:00:00+00:00,False,-1
4384,9008,4811,TRANSFER,707.99,2017-01-03 00:00:00+00:00,False,-1
4405,9736,9979,TRANSFER,985.48,2017-01-03 00:00:00+00:00,False,-1
4406,9736,524,TRANSFER,135.66,2017-01-03 00:00:00+00:00,False,-1
4407,9736,9443,TRANSFER,437.57,2017-01-03 00:00:00+00:00,False,-1
4408,9736,5118,TRANSFER,756.47,2017-01-03 00:00:00+00:00,False,-1
4411,9602,8545,TRANSFER,646.94,2017-01-03 00:00:00+00:00,False,-1
4412,9602,9984,TRANSFER,332.28,2017-01-03 00:00:00+00:00,False,-1
4413,9602,7910,TRANSFER,127.18,2017-01-03 00:00:00+00:00,False,-1
4427,8372,8954,TRANSFER,435.37,2017-01-03 00:00:00+00:00,False,-1
4430,8040,2540,TRANSFER,759.42,2017-01-03 00:00:00+00:00,False,-1
4439,8896,732,TRANSFER,420.75,2017-01-03 00:00:00+00:00,False,-1
4459,8980,1121,TRANSFER,262.1,2017-01-03 00:00:00+00:00,False,-1
4460,8338,8657,TRANSFER,799.02,2017-01-03 00:00:00+00:00,False,-1
4469,9516,8212,TRANSFER,775.86,2017-01-03 00:00:00+00:00,False,-1
4478,9760,4285,TRANSFER,388.33,2017-01-03 00:00:00+00:00,False,-1
4479,9760,9205,TRANSFER,108.43,2017-01-03 00:00:00+00:00,False,-1
4480,9760,9963,TRANSFER,122.2,2017-01-03 00:00:00+00:00,False,-1
4481,9760,966,TRANSFER,983.39,2017-01-03 00:00:00+00:00,False,-1
4486,9897,9854,TRANSFER,592.26,2017-01-03 00:00:00+00:00,False,-1
4487,9897,6939,TRANSFER,957.99,2017-01-03 00:00:00+00:00,False,-1
4488,9897,8623,TRANSFER,237.85,2017-01-03 00:00:00+00:00,False,-1
4489,9897,9971,TRANSFER,790.38,2017-01-03 00:00:00+00:00,False,-1
4490,9897,8676,TRANSFER,403.89,2017-01-03 00:00:00+00:00,False,-1
4491,9897,5750,TRANSFER,533.26,2017-01-03 00:00:00+00:00,False,-1
4492,9897,3938,TRANSFER,784.5,2017-01-03 00:00:00+00:00,False,-1
4498,9408,5182,TRANSFER,588.52,2017-01-03 00:00:00+00:00,False,-1
4501,8877,1487,TRANSFER,883.12,2017-01-03 00:00:00+00:00,False,-1
4506,9427,5734,TRANSFER,153.41,2017-01-03 00:00:00+00:00,False,-1
4509,9316,5702,TRANSFER,740.88,2017-01-03 00:00:00+00:00,False,-1
4510,8231,4775,TRANSFER,835.43,2017-01-03 00:00:00+00:00,False,-1
4515,9787,9661,TRANSFER,135.72,2017-01-03 00:00:00+00:00,True,51
4521,9512,4960,TRANSFER,136.34,2017-01-03 00:00:00+00:00,False,-1
4528,8298,6307,TRANSFER,965.96,2017-01-03 00:00:00+00:00,False,-1
4537,9476,9435,TRANSFER,909.54,2017-01-03 00:00:00+00:00,False,-1
4538,8834,6716,TRANSFER,533.02,2017-01-03 00:00:00+00:00,False,-1
4547,8355,7310,TRANSFER,255.78,2017-01-03 00:00:00+00:00,False,-1
4548,8936,1522,TRANSFER,868.64,2017-01-03 00:00:00+00:00,False,-1
4551,9658,3804,TRANSFER,105.18,2017-01-03 00:00:00+00:00,False,-1
4552,9658,7758,TRANSFER,978.23,2017-01-03 00:00:00+00:00,False,-1
4553,9658,9271,TRANSFER,815.89,2017-01-03 00:00:00+00:00,False,-1
4554,9658,9404,TRANSFER,512.4,2017-01-03 00:00:00+00:00,False,-1
4562,9087,725,TRANSFER,649.19,2017-01-03 00:00:00+00:00,False,-1
4584,9105,808,TRANSFER,455.6,2017-01-03 00:00:00+00:00,False,-1
4587,8079,773,TRANSFER,217.31,2017-01-03 00:00:00+00:00,False,-1
4591,9903,9334,TRANSFER,936.11,2017-01-03 00:00:00+00:00,False,-1
4592,9903,9422,TRANSFER,674.33,2017-01-03 00:00:00+00:00,False,-1
4593,9903,4292,TRANSFER,230.5,2017-01-03 00:00:00+00:00,False,-1
4594,9903,5604,TRANSFER,754.83,2017-01-03 00:00:00+00:00,False,-1
4595,9903,6624,TRANSFER,151.29,2017-01-03 00:00:00+00:00,False,-1
4596,9903,9582,TRANSFER,851.52,2017-01-03 00:00:00+00:00,False,-1
4597,9903,7537,TRANSFER,104.53,2017-01-03 00:00:00+00:00,False,-1
4598,9903,2770,TRANSFER,772.13,2017-01-03 00:00:00+00:00,False,-1
4603,9812,9943,TRANSFER,661.06,2017-01-03 00:00:00+00:00,False,-1
4604,9812,6677,TRANSFER,790.62,2017-01-03 00:00:00+00:00,False,-1
4605,9812,1908,TRANSFER,525.68,2017-01-03 00:00:00+00:00,False,-1
4606,9812,9792,TRANSFER,551.85,2017-01-03 00:00:00+00:00,False,-1
4607,9812,5407,TRANSFER,611.73,2017-01-03 00:00:00+00:00,False,-1
4627,8347,6734,TRANSFER,606.22,2017-01-03 00:00:00+00:00,False,-1
4629,9230,3147,TRANSFER,754.06,2017-01-03 00:00:00+00:00,False,-1
4641,9073,2163,TRANSFER,454.05,2017-01-03 00:00:00+00:00,False,-1
4647,8705,454,TRANSFER,461.82,2017-01-03 00:00:00+00:00,False,-1
